Prefix,Code,Name,Lecture Hours:,Lab Hours:,Credit Hours:,Description (Rendered no HTML)
COM,255,Communication Ethics,3,0,3,Examines typical communication situations involving ethics. Provides methodologies for critically evaluating ethical situations. Uses case approach with emphasis on application. 
COM,256,Public Relations,3,0,3,"Introduces history and practice of public relations; emphasizes practical accomplishment of public relations campaigns. Topics: internal/external audiences, brochures, press releases, internal documents, pitches, issue management, and project design, execution. Service learning course. "
COM,276,Democracy and Media,3,0,3,"Provides introduction to ownership/structure of media, politics, objectives, and links to the corporate and national economy. Introduces project analysis through ownership, sourcing, flak, advertising, ideology filters. "
COM,301,Rhetorical Theory & Application,3,0,3,"Introduces rhetorical theories and applications to personal, business and industrialsettings. Focuses on evolution of rhetoric. Examines rhetorical effects on individual,group and mass communication. "
COM,309,Communication Tech in Use,2,3,3,Advanced use of communication technology. Emphasis on the use of communication technology to achieve specific communication goals. Features a large project using multiple communication technologies to reach specific audiences. 
COM,320,Advanced Intercultural Comm,3,0,3,"Builds on theories from COM 205. Focuses on analyzing intercultural interactions inspecific work contexts, for example health care, education, social services, business and technology. "
COM,325,Gender and Communication,3,0,3,Introduces basic theories and concepts of culturally-derived gendered communication patterns and behaviors. Builds understanding and skills enabling students to analyze those patterns and behaviors in order to develop and practice effective communication strategies. 
COM,326,Communication Research,3,0,3,"Introduction to research methods and design. Design of both quantitative and qualitative research. Emphasis on communication based methodologies: focus groups, directed interviews, and ethnomethodologies. Includes a research project and written and oral research reports. "
COM,336,Nonverbal Communication,3,0,3,"Nonlinguisitic aspects of human communication. Examines the relationships between nonverbal and verbal communication behavior and nonverbal communication skill. Topics include space, distance, environment, touch, gesture, facial expression and gaze as communication. "
COM,345,Organization Comm I,3,0,3,"Studies communication in organizations, including message movement, exchange and interpretation, identification of variables, roles and patterns influencing communication in organizations. "
COM,346,Health Communication,3,0,3,"Overview of interpersonal, social, and cultural issues in health communication, including family interaction, roles of patients and caregivers, communication in health organizations and the role of media. "
COM,347,Negotiation & Conflict Resol'n,3,0,3,"Examines theories and strategies for conduct of conflict and negotiation across contexts. Topics: destructive conflict cycles, confronting/managing conflict, social/psychological aspects, conflict analysis, causes, and promoting constructive conflict. "
COM,348,Facilitation,3,0,3,Provides experience leading small groups through deliberative processes including participatory decision making and conflict resolution. Provides theoretical and practical understanding of facilitation focusing on building skills in group leadership. 
COM,358,Communication and the Law,3,0,3,"Issues involved in establishing legal parameters within which professional communicators work. Evolving interpretations of the first amendment, balancing conflicting first amendment claims, libel, limits of a free press, prior restraint, licensing and regulation. "
COM,365,Electronic Comm & Society,3,0,3,"Explores the Internet as a mediator of human communication and its effect on society. Topics include: social media, informatics, entertainment/workplace contexts, and the convergence of technology as a global village. "
COM,401,Civil Engineering Project I,2,0,3,"First term of two-term sequence integrating civil engineering design, group dynamics and techinical communications. Students receive three credit hours in civil engineering design (CE 401) and three credit hours in communication for general education (COM 401). Students will be introduced to a major civil engineering project, prepare a professional engineering proposal and function effectively in engineering design teams. Formal written proposal and oral presentation of the proposal are required. "
COM,420,Externship,0,0,15,Students work in applied settings in their emphasis under the supervision of an on-site mentor. Regular contact with extern advisor. Written externship reports required. 
COM,421,Senior Project I,3,0,3,Allows students to initiate research on a significant capstone project in the communication field. Focuses on development of a porposal and presentation. 
COM,422,Senior Project II,3,0,3,"Continues work of COM 421, focusing on project research methodologies. "
COM,423,Senior Project III,3,0,3,"Focuses on completion of project, including final documentation and presentation. "
COM,424,Capstone Course,3,0,3,Communication Studies majors complete a significant research project that bridges education with future profession or graduate school. Students collaboratively produce a project or portfolio reflecting strong critical thinking and application of communication theory and practice. Project topics vary by instructor. 
COM,425,Mediation,3,0,3,"Prepares students to mediate in public and private settings. Covers conflict management strategies, processes and issues including gender and cultural awareness. "
COM,426,Mediation Practicum,0,3,3,"Mediation practice and obervation with experienced mediators through the Klamath Mediation Center. Students will progress from observation, to co-mediation, and finally, mediation of real disputes. Builds on the theoretical insights and practice of COM 425. "
COM,437,Comm Training & Devpmt,3,0,3,"Prepares students to facilitate communication skills workshops and differentiate between organizaitonal structure and communication training needs. Topics include: audience analysis, learning theory, curriculum design, presentation skills, classroom dynamics and assessment. "
COM,445,Organiz'l Communication II,3,0,3,Examines organizational communication systems and the design of communication audit procedures. Synoptic reports of findings and recommendations. 
COM,446,Communication & Leadership,3,0,3,Explores the relationship between communication and leadership within organizations and the development and application of communication competencies associated with effective leadership. 
COM,111Z,Public Speaking,4,0,4,"COMM 111Z emphasizes developing communication skills by examining and demonstrating how self-awareness, audience, content, and occasion influence the creation and delivery of speeches and presentations. "
COM,226,Nonverbal Communication,3,0,3,"Nonlinguistic aspects of human communication. Examines the relationships between nonverbal and verbal communication behavior and nonverbal communication skill. Topics include space, distance, environment, touch, gesture, facial expression and gaze as communication. "
COM,135,Communication Software,2,3,3,"Techniques for coordinated use of office software, including word processing (style definitions, template creations, graphic use), data analysis (function use, custom functions, data importation), and presentation (master style definitions, visual effects, dynamic content creation) software, and cross-application functions. "
COM,100Z,Introduction to Communication,4,0,4,COMM 100z is a survey course offering an overview of the communication discipline that emphasizes the development of best communication practices in different contexts. 
CSH,201,Human Development and Sleep Health,3,0,3,"Normal sleep architecture over the lifespan. Behavioral, physiological, and environmental patterns that contribute to healthy sleep. "
CSH,220,Sleep Disord & Co-Morbid,3,0,3,"Pathophysiology, epidemiology, and clinical presentation of abnormal sleep. Understanding and recognition of major comorbidities associated with sleep disorders. "
CSH,255,Oral Appliances for Sleep Apnea,3,0,3,Review all types of oral appliances and their appropriate applications and preparations for use with sleep apnea patients. 
CST,107,Seminar,0,0,15,(Hours to be arranged each term.) 
CST,207,Seminar,6,0,6,(Hours to be arranged each term.) 
CST,307,Seminar,0,0,15,(Hours to be arranged each term.) 
CST,407,Seminar,18,18,18,(Hours to be arranged each term.) 
CST,116,C++ Programming I,3,3,4,"Computer concepts and problem solving methods using C++ programming language. Topics include: algorithms, simple data types, conditional and iterative structures, function definition, structured programming and documentation. Cannot be taken for graduation credit if student has completed MIS 116. "
CST,120,Embedded C,3,3,4,"C programming concepts for embedded platforms such as cross-compilation, storage classes, dynamic memory allocation, bitwise operations and masking. Embedded systems topics such as I/O ports, interrupts, timers and hardware interfacing will also be explored. "
CST,126,C++ Programming II,3,3,4,"Solving complex problems using advanced features of the C++ language. Topics include function usage, pointer data type, dynamic memory allocation, string manipulation, and structure and union data types. Emphasis is on structured program design techniques. Cannot be taken for graduation credit if student has completed MIS 126. "
CST,130,Computer Organization,3,0,3,"Introduces computer elements, organization, and instruction sets. Computer arithmetic, ALU, Registers, Datapath, memory and Control unit functions. Course includes laboratory. "
CST,131,Computer Architecture,3,0,3,"Continuation of CST 130. Topics include: main memory, cache, virtual memory, memory management, secondary storage, networks, operating system functions, and pipelining. "
CST,133,Digital Logic II,3,3,4,"Introduction to sequential logic, latches, flif-flops, registers, counters, timers, finite state machines. Implementation in programmable logic devices using HDL. DC and AC parameters, timing analysis. Laboratory is integral to class. "
CST,134,Instrumentation,0,3,1,"Lecture/laboratory course that provides students experience in measuring, calibrating, and testing digital and analog systems. Uses various test equipment for test and measurement of digital and analog components. "
CST,136,OOP with C++,3,3,4,"A study of object oriented programming with C++. Beginning and intermediate concepts are covered including classes, objects, member functions, overloading, inheritance, polymorphism, templates, and virtual functions. This course prepares students with a strong C background for upper division coursework using C++. Cannot be taken for graduation credit if student has completed MIS 136. "
CST,162,Digital Logic I,3,3,4,"Introduction to combinational logic. Includes introduction to number systems, Boolean algebra, logic gates, Muxes, Decoders, Adders, Subtracters. Logic design using a hardware description language. Laboratory integral to the class. "
CST,204,Intro to Microcontrollers,3,3,4,"An introduction to microcontrollers (uC). Signals and data flow within simple systems. Introduction to instruction set, software development tools and I/O techniques, both programmed and interrupt-driven. Experiments using uC plus external circuits in applications. "
CST,211,Data Structures,3,3,4,"Discussion of efficient methods of data representation such as stacks, queues, linked-lists, binary trees, B-trees. Emphasis is on data representation and algorithm analysis. "
CST,223,Concepts of Programming Lang,2,3,3,"Study of principles and fundamental concepts characterizing high-level programming languages, including history and survey of programming paradigms, syntax and semantic rules, data types, control flow and data abstraction. "
CST,229,Introduction to Grammars,3,0,3,"The concepts involving alphabet words and languages will be discussed. Related topics in automata and regular expression will be explored. Emphasis is on context free grammars, parse tree and parsing techniques. "
CST,231,Digital Systems Design I,3,3,4,"Concepts, terminology and techniques in design and implementation of digital system components. Synchronous sequential logic design with emphasis on state machines. System design process including synthesis using Verilog HDL and implementation in programmable logic devices. Lab integral to course. "
CST,236,Engineering for Quality Software,3,3,4,"This course teaches industry standard tools to enforce best practices to ensure quality software. Topics include project management, the Agile methodology, build management, and testing methodologies. "
CST,238,GUI Programming,3,3,4,"Introduction to HCI and GUI design in a rapid application development environment. Prerequisite material in delegation, events, and multithreaded programming included. Topics include: forms, containers, components, controls, modal/modeless windows, fixed/dynamic layouts, SDI/MDI applications, application internationalization, and data binding. "
CST,240,Linux Programming,3,3,4,"Students will study the structure of the Linux Operating System, including: file structure, input/output processing, commands and utilities, shell configuration, communications and script programming languages. Students will write programs using  processes, threads, and sockets. "
CST,250,Computer Assembly Lang,3,3,4,"Concepts of assembly language programming applied to a modern computer; data and instruction formats, address generation; data definition, storage allocation and program control statements; sub-routine library; CPU instruction set; control records; and writing of sub-routines. "
CST,262,Digital Design Using HDL,3,3,4,"Advanced digital circuit design. HDL is used in designing sequential logic circuits such as registers, counters, and synchronus finite state machines. Basic digital circuit design and analysis with semiconductor devices is also covered. Laboratory is integral to the class. "
CST,276,Software Design Pattern,3,3,4,Design patterns establish a common terminology allowing developers to use a common vocabulary and share a common viewpoint of the problem. Design patterns provide a common point of reference during the analysis and design phase of a project. 
CST,315,Embedded Sensor Inter & I/O,3,3,4,"Introduction to data acquisition systems, sampling theory, ADC, DAC, signal conditioning, filters, amplifiers, noise, transducers and sensors, including bio-sensors, sensor interfacing, smart sensors, and busses. Lab integral to course. "
CST,316,JR Team-Based Proj Dev I,3,3,4,"In this three-term sequence, students will work in teams to gather requirements, model, analyze, develop and integrate an n-tiered architecture software product. Students will learn about project management, software development lifecycle tools and processes, and quality assurance processes. "
CST,326,JR Team-Based Proj Dev II,3,3,4,"In this three term sequence, students will work in teams to gather requirements, model, analyze, develop and integrate an n-tiered architecture software product. Students will learn about project management, software development lifecycle tools and processes, and quality assurance processes. "
CST,336,JR Team-Based Proj Dev III,3,3,4,"In this three-term sequence, students will work in teams to gather requirements, model, analyze, develop and integrate an n-tiered architecture software product. Students will learn about project management, software development lifecycle tools and processes, and quality assurance processes. "
CST,320,Compiler Methods,3,3,4,"Basic concepts of compiler design and operation. Topics include lexical and syntactical analysis, parsing, translation, data flow analysis and code generation, and implementation of a small compiler. "
CST,321,Intro to Microprocessors,3,6,5,"Hardware and assembly level software needed to interface a microprocessor to I/O ports, memory and interrupt sources. Topics include bus controller design, timing analysis, programmed I/O and interrupts. Extensive lab provides experience with system design, test and debugging using the 80386DX microprocessor. "
CST,324,Database Systems and Design,3,3,4,"An overview of Data Base Management Systems including requirements analysis methodology for data base design, conceptual DB design methodology including formulation of entity-relationship models, review of query language characteristics, and a comparison of commonly available DBMS. "
CST,331,Microproc Periph Interfacing,3,6,5,"Expansion of processor based systems through off chip parallel bus interfacing. Adding off chip I/O ports, memory and parallel I/O devices. I/O port expansion through serial interface. In depth interface timing analysis. Extensive lab provides continued experience with system design, test and debugging techniques. "
CST,334,Project Proposal,1,0,1,Description of senior project; time management techniques; task assignment; development of in-depth senior project proposal and preparation of formal senior project. Includes use of PC-based planning. 
CST,337,Embedded System Architecture,3,6,5,"Configuration, programming, testing, debugging of embedded systems. Serial interfaces including RS232, I2C and SPI. I/O methods including programmed I/O, interrupts and DMS. Interfacing issues related to timing and protocol. Impact of processor architect and I/O methods on system performance. "
CST,340,Advanced UNIX,2,3,3,"Advanced facets of the UNIX operating system will be explored. Topics include: interprocesses communication, programming, system administration. Students will use OIT computers operating under UNIX. "
CST,344,Interm Computer Arch,3,0,3,"Register level design of a computer system, including the processor and memory structures. Cache and virtual memory. Includes analysis of both CISC (Complex Instruction Set Computer) and RISC (Reduced Instruction Set Computer) architectures. "
CST,347,Real Time Embedded Op Systems,3,3,4,"OS Kernel Constructs and problem scaling, small scale environment specification, process, threads, fibers, synchronization primitives, small scale memory management, scheduling paradigms, real time scheduling, I/O and debugging. Lab integral to course. "
CST,351,Digital Systems Design II,2,3,3,"Continuation of Digital Systems Design I. Focus on timing, test benches, testing, and security in programmable logic devices. Laboratory includes analysis, design, synthesis, simulation and testing of complete digital systems. "
CST,352,Operating Systems,3,3,4,"Issues in Operating Systems design. Topics include: processes, threads and fibers, privilege modes, preemptive multitasking, process state machine, scheduling paradigms, system calls/traps, shared resources and synchronization primitives, memory management schemes/virtual memory, deadlock detection, handling, and avoidance, I/O management. "
CST,356,Web Design and Development,2,3,3,"Basic components of web development which include aspects of design as well as current development technologies. Development technologies include, but are not limited to, HTML/XHTML, JavaScript, and CSS. Other technologies discussed may include Java Applets, CGI programming, ASP.NET and PHP. "
CST,371,Embedded Systems Development I,3,3,4,"A three term sequence covering design, implementation, test and documentation techniques used for embedded computer systems. Each student is required to work on and complete a project as a member of a team. The entire sequence must be completed in three consecutive terms. "
CST,372,Embedded Systems Develop II,2,3,3,"Second course in a three term sequence. Design, implementation, test and documentation techniques used for embedded computer systems. Each student is required to work on and complete a project as a member of a team. The entire sequence must be completed in three consecutive terms. "
CST,373,Embedded Systems Develop III,1,3,2,"Final course in a three term sequence. Design, implementation, test and documentation techniques used for embedded computer systems. Each student is required to work on and complete a project as a member of a team. The entire sequence must be completed in three consecutive terms. "
CST,405,Directed Study,3,0,3,Advanced study under the guidance of faculty. Topics and learning objectives arranged between students and instructor. Students will meet with instructor weekly to discuss progress and provide evidence of their performance. 
CST,412,Senior Development Proj,2,3,3,A three-term sequence giving the student major responsibility for planning and carrying out a computer-oriented project. Individual creativity will be encouraged by allowing the student to select an appropriate project. 
CST,422,Sr Development Project,2,3,3,A three-term sequence giving the student major responsibility for planning and carrying out a computer-oriented project. Individual creativity will be encouraged by allowing the student to select an appropriate project. 
CST,432,Senior Development Proj,1,3,2,A three-term sequence giving the student major responsibility for planning and carrying out a computer-oriented project. Individual creativity will be encouraged by allowing the student to select an appropriate project. 
CST,415,Computer Networks,3,3,4,"Current issues in computer networks and distributed systems. Topics include network protocols, interface standards, and transmissions mode. Network layers detailing Internet Protocol Suite and correlations with 7 layer abstract communication model. Routing and WAN architectures. "
CST,417,Embedded Networking,3,3,4,"Network protocol in a small scale embedded environment, Physical characteristic specification, network interface, controller interface, TCP/IP, application interface, packet routing, network architecture. Lab integral to course. "
CST,418,Data Comm & Networks,3,0,3,"Provides students with an introduction to data communications and computer networks. Students acquire knowledge of communications components and their use in implementing a network. Emphasis is on the practical aspects of network configuration, operations, and detection, isolation and correction of problems. "
CST,420,Effective C++ & STL,2,3,3,Emphasis is on techniques to apply the C++ language and library effectively toward the implementation of object oriented systems. Specific ways to improve design and program will be covered as well as purpose and use of the C++ Standard Library. 
CST,426,Intro to Artif Intell,3,0,3,"Concepts and techniques of AI with considerable use of the LISP interpreter. Includes discussion of 'search' methods, knowledge representation, natural language processing, models of cognition, vision, and 'The Blocks World.' "
CST,442,Adv Comp Architecture,3,0,3,"Advanced concepts in computer architectures including pipelined, superpipelined, superscalar, and dynamically pipelined processor architectures. Parallel processors, multiprocessors, cache and cache coherency. "
CST,455,System on a Chip Design,3,3,4,"System level design representations, and modeling languages. Target architecture models. Intra-chip communication. Partitioning algorithms. Task time measurement. Back annotation of timing. Synthesis of SoC components. "
CST,456,Embedded System Testing,3,3,4,"Testing of complete embedded systems including hardware and software. Topics include unit testing for both hardware and software, UVM testing framework for hardware and test driven design practices as they apply to both hardware and software. "
CST,465,Web Development with ASP.NET,2,3,3,Dynamic web site creation and development strategies using ASP.NET are discussed and practiced. Focus on the importance of databases in the creation of a dynamic web site is heavily empahsized. 
CST,490,Co-op Field Practice,0,0,Varies,"An approved work program related to the student's field of specialization for a continuous three-month or six-month period. The employer and the type, level, and difficulty of the particular job must be approved by the student's engineering technology department prior to the employment period. A written comprehensive report of each season's activity must be submitted during the following term of residence. This class cannot be repeated for credit. "
CST,374,Embedded Project Proposal,1,0,1,"Development of formal, in-depth embedded senior project proposal. Guidelines for an acceptable project; project and time management techniques; task assignment. Individual creativity will be encouraged by allowing the student to select an appropriate embedded systems project. "
CST,471,Embedded Senior Project,3,0,3,"A three-term sequence giving the student major responsibility for planning, implementing and testing an embedded systems project. "
CST,472,Embedded Senior Project,2,3,3,"A three-term sequence giving the student major responsibility for planning, implementing and testing an embedded systems project. "
CST,473,Embedded Senior Project,1,3,2,"A three-term sequence giving the student major responsibility for planning, implementing and testing an embedded systems project. "
CST,466,Embedded System Security,3,0,3,Fundamental theories and applications of cryptography relevant to computer and embedded system security. 
CST,475,Big-Data Analysis,2,3,3,"Data analysis using very large data sets. Topics include loading, extracting, and analyzing data. Technologies include distributed SQL and No-SQL databases, map-reduce, and other distributed data access and processing mechanisms. "
CYB,201,Cybersecurity Fundamentals,3,0,3,"Introduces fundamental concepts used in Cybersecurity. Topics covered include: threats, attacks, and vulnerabilities; confidentiality, integrity, and availability; common cybersecurity technologies and tools; security architecture and design principles; identity and access management; risk management; and cryptography. "
CYB,301,Hacker Tools and Techniques,3,3,4,"Introduces how ""hackers"" operate and the techniques, tools and processes they use to gain unauthorized access to systems, and how to best protect and defend systems from these same types of attack. Students will learn how to conduct basic security testing or ""ethical hacking"" to identify potential weaknesses in an organization's network and computer systems. Students will also learn how to prepare a formal written report of their findings for management. "
CYB,302,System Defenses and Incident Response,3,3,4,"Introduces the CIS 20 Critical Controls and the fundamental concepts of operating system hardening and other defensive strategies to secure networks and information systems. Students will also learn how to investigate suspicious activity on computer systems to determine if it has been compromised, and how to respond to security incidents and data breaches. "
CYB,303,Security Operations and Analysis,3,3,4,"Introduces the concept of a Security Operations Center (SOC) and the role of a Security Analyst. Students will learn about Security Information and Event Management (SIEM) systems, Intrusion Detection Systems (IDS), log management and analysis, packet capture analysis, vulnerability analysis and patch management. Students will complete a team project during the course where they must monitor and defend systems as a group. "
CYB,351,Network Security,3,3,4,"Examines tools and techniques used for securing IP based networks, with a specific focus on Firewalls and VPNs. Topics include stateful inspection firewall basics, explicit proxy, deep-packet inspection, intrusion detection and prevention systems, network based anti-virus, email filtering, data loss prevention, application control, traffic shaping, packet capture and analysis, and SSL and IPSec VPNs. "
CYB,411,Managing Risk in Information Systems,3,0,3,"Focus on the risk assessment and analysis processes as they are applied to information systems. Details of how confidentiality, integrity and availability are maintained in an organization's complex information systems are explored. Topics include quantitative and qualitative risk analysis, risk mitigation/transference/acceptance, disaster recovery and business continuity planning, security program management, and security awareness training. "
DH,107,Seminar,0,0,15,(Hours to be arranged each term.) 
DH,207,Seminar,0,0,15,(Hours to be arranged each term.) 
DH,307,Seminar,6,0,6,(Hours to be arranged each term.) 
DH,407,Seminar,0,0,4,(Hours to be arranged each term.) 
DH,221,Clinical Prac & Seminar I,2,6,4,"Sequential courses designed to provide clinical skills essential for the practice of dental hygiene. Skill development of patient assessment, basic instrumentation and individualized preventive care emphasized. "
DH,222,Clinical Prac & Seminar II,2,6,4,"Sequential courses designed to provide clinical skills essential for the practice of dental hygiene. Skill development of patient assessment, basic instrumentation, and individualized preventive care empahsized. "
DH,223,Clinical Prac & Seminar III,1,6,3,"Sequential courses designed to provide clinical skills essential for the practice of dental hygiene. Skill development of patient assessment, basic instrumentation, and individualized preventive care emphasized. "
DH,225,"Head/Neck Anat, Histol, Embry",2,3,3,"Lecture and lab course that provides an in-depth study of head and neck anatomy, histology, and embryology for the dental professional. Emphasis on human development, anatomy in relation to facial and oral structures, and histology of hard and soft dental tissues. "
DH,240,Prevention I,3,0,3,"Beginning discussions about healthcare for the provider as a part of holistic healthcare, and foundations for preventing oral disease. Focus on strategies for improving oral health. "
DH,241,Prevention II,3,0,3,Second of a three-term series emphasizing prevention and management of caries and oral health education for individual patients and groups.  
DH,242,Prevention III,3,0,3,"Last of a three-term series emphasizing dental management and oral health education for a variety of age demographics including pregnancy, infants, children, and adolescence.  "
DH,244,General and Oral Pathology,3,0,3,"Introduction to general pathology and common oral pathologies. Basic pathology, inflammation, immunie system, and neoplasia. Etiology and recognition of benign and malignant oral and skin lesions. Descriptive terminology and differential diagnosis introduced. "
DH,252,Oral Radiology I,2,3,3,The first of a two course series that includes didactic and pre-clinical instruction in the principles and techniques of dental radiography. 
DH,254,Introduction to Periodontology,2,0,2,"Introduction to periodonotology with emphasis on etiology and pathogenesis of periodontal disease, disease classification, and assessment procedures. "
DH,267,Emergency Procedures,2,1,3,"Prevention, preparation, and management of emergency situations common in the dental environment. Individual and team practice in carrying out emergency procedures. "
DH,275,Dental Ethics,2,0,2,Professional ethics and legal requirements of the dental profession. 
DH,299,Laboratory Practice,0,15,15,(Hours to be arranged each term.) 
DH,321,Clinical Prac & Sem IV,2,6,4,"Sequential courses designed for the continued development of dental hygiene skills necessary for entry into professional clinical practice. Ultrasonic, advanced instrumentation, and expanded dental hygiene functions are practiced, in addition to observations in dental practice settings. "
DH,322,Clinical Prac & Sem V,1,6,3,"Sequential courses designed for the continued development of dental hygiene skills necessary for entry into profession clinical practice. Ultrasonic, advanced instrumentation, and expanded dental hygiene functions are practiced, in addition to observations in dental practice settings. "
DH,323,Clinical Prac & Sem VI,1,12,5,"Sequential courses designed for the continued development of dental hygiene skills necessary for entry into professional clinical practice. Ultrasonic, advanced instrumentation, and expanded dental hygiene functions are practiced, in addition to observations in dental practice settings. "
DH,340,Emerging Oral Health Topics,3,0,3,"Course emphasizing dental management of common conditions found in a variety of populations, exploration of current topics in dentistry, and oral health related trends commonly encountered in professional practice. "
DH,341,Vulnerable Populations,3,0,3,Course emphasizing oral health education and dental management of patients with medically compromised status. A variety of systemic conditions are discussed in depth in regards to the unique needs and prevention strategies for each individual. 
DH,344,Adv General & Oral Pathology,3,0,3,"Further study of general and oral pathology. Developmental, hereditary, and congenital disorders. Endocrine, cardiovascular, hematopoietic, respiratory, gastrointestinal, neurologic, and skeletal disorders. Tooth abnormalities, radiographic lesions, and oral tissue enlargements. Systemic and oral complications of HIV and AIDS. Lesion description emphasized. "
DH,351,Pain Management I,2,3,3,"The first of a two course series. Lecture: study of pharmacology, solutions, dosages, vasoconstrictiors, drug interactions, medical history evaluation and contradictions. Laboratory practice in techniques of local anesthesia include basic injection technique including block infiltration. "
DH,352,Pain Management II,1,3,2,A continuation course of the pain management series. Coordinated lecture and laboratory practices in the recognition of dental anxiety; behavioral management; complications with anesthesia; nitrous oxide sedation techniques are practiced; advanced techniques in the administration of local anesthetics. 
DH,354,Periodontology,3,0,3,Evidence-based approach for treatment of periodontal disease including nonsurgical and surgical treatment. Root anatomy relating to effective instrument adaptation. Treatment planning for patients with all types of classifications of periodontal disease. 
DH,363,Dental Materials,2,3,3,"General properties, composition and manipulation of common dental and restorative materials. Expanded functions including denture relines and amalgam polishing are practiced. "
DH,266,Dental Anatomy,2,0,2,"In-depth study of crown and root morphology of primary and permanent dentitions, with tooth restoration considerations. The temporomandibular joint and occlusion will also be studied. "
DH,370,International Extrnshp I,1,0,1,"Sequential courses preparing for and providing dental hygiene care at an international site using portable dental equipment. Cultural issues, teamwork, financing, needs assessment, goal setting, and delivery of program. "
DH,371,International Extrnshp II,1,0,1,"Sequential courses preparing for and providing dental hygiene care at an international site using portable dental equipment. Cultural issues, teamwork, financing, needs assessment, goal setting and delivery of program. "
DH,372,International Extrnshp III,1,0,1,"Sequential courses preparing for and providing dental hygiene care at an international site using portable dental equipment. Cultural issues, teamwork, financing, needs assessment, goal setting and delivery of program. "
DH,380,Community Health I,1,0,1,"First in a three course sequence using a service learning approach. Students work in teams, identify target groups and conduct a needs assessment. Introduction to public health agencies and their functions; and to the role of the dental hygenist in public health. "
DH,381,Comm Dentl Hlth II,1,3,2,Service learning and systematic approach to developing oral health programs continues. Teams complete a program based on the needs assessment. Community health education and health literacy are emphasized. Grant writing for program funding is practiced. 
DH,382,Comm Dentl Hlth III,1,3,2,"Service learning and systematic approach for implementing community oral health programs continues. Teams implement programs they designed. Health education occures in the community. A broad view of public health including advocacy, epidemiology, research; controversy of water fluoridation. "
DH,399,Lab Practice,0,6,6,(Hours to be arranged each term.) 
DH,401,Overview Advanced Dental Hyg,3,0,3,"Introduction to the online degree completion program. Career opportunities, roles of the dental hygienist, and the different emphases within the program are explored. "
DH,421,Clinical Prac & Sem VII,2,6,4,Further refinement of clinical instrumentation and assessment skills. Emphasis on individualized care for patients with diverse oral needs. Variety of off-campus practice settings experienced. 
DH,422,Clinical Prac & Sem VIII,1,12,5,Further refinement of clinical instrumentation and assessment skills. Emphasis on individualized care for patients with diverse oral pneeds. Variety of off-campus practice settings experienced. 
DH,423,Clinical Prac & Sem IX,1,12,5,Further refinement of clinical instrumentation and assessment skills. Emphasis on individualized care for patients with diverse oral needs. Variety of off-campus practice settings experienced. 
DH,430,Dental Hyg Board Review,2,0,2,Designed to help students prepare for their national board exam. Multiple-choice test-taking skills practiced. Mock tests simulating the real exam are used. 
DH,454,Dental Prac Mgmt,3,0,3,"Profitability of the dental hygiene department; practice models, office design; patient satisfaction; financing options for the patient. Technology's impact on practice management. "
DH,461,Restorative Dentistry I,2,3,3,Study of materials and procedures used in restorative dentistry at a foundational level. Emphasis on restoration placement techniques. Practical experience using restorative dental materials. Laboratory activities are designed to reinforce course content and prepare students for patient care. 
DH,462,Restorative Dentistry II,2,3,3,Study of materials and procedures used in restorative dentistry at a practicing level. Emphasis on restoration placement techniques. Practical experience using restorative dental materials. Laboratory activities are designed to reinforce course content and prepare students for patient care. 
DH,463,Restorative Dentistry III,0,6,2,Emphasis on restoration placement techniques during patient care. Practical experience using restorative dental materials through placement and finishing of amalgam and composite restorations. This course is required to achieve required hours for endorsement. 
DH,467,Restorative Func Endorsement,2,2,4,"This course fulfills the Oregon Board of Dentistry (OBD) requirements for the restorative endorsement for dental assistants and dental hygienists. Lecture, lab practice on typodonts and clinical practice with patients. Additional testing is required by the OBD following course completion. "
DH,470,Community Program Planning I,2,3,3,"First in a two course sequence. Students identify a target population and work with the community to assess, analyze, plan and budget for a community health project. Requires communication skills, networking, critical thinking and research. "
DH,475,EBDM in Healthcare,3,0,3,"

Course emphasizes evidence-based decision making; developing clinical questions, identifying research designs and evidence, importance of statistics, and literature searches. Critical analysis of literature and formulation of critically appraised topics  (CATS) in preparation for  research dissemination (prospectus or graduate school). 
 
  "
DH,476,Applied Research Concepts,3,0,3,"  



Course expands upon basic research principles. Emphasis on advanced knowledge and application of research culminating in an original research project. Prepare students for advanced coursework in graduate school. 
 
 "
DH,499,Laboratory Practice,0,6,6,(Hours to be arranged each term.) 
DH,253,Oral Radiology II,2,0,2,The second of a two course series that includes didactic instruction in the principles and techniques of dental radiography with emphasis on image interpretation. 
DH,465,Independent Dental Hygiene Practice,3,0,3,Introduction to independent dental hygiene practice. Designed for those interested in developing their own business venture (self-employment) as an Expanded Practice Dental Hygienist. Various practice opportunities are explored. Students develop and submit a business plan for a dental hygiene practice.  
DH,360,Pharmacology for Dental Hygiene,3,0,3,"General principles of pharmacology, modes of administration and effects on body systems, modes of excretion, and potential effects on the oral cavity.  This course will emphasize the drugs the dental hygienist will encounter, how to incorporate this knowledge into the dental hygiene care plan and in patient education.  "
DH,405,Pharmacology Review for Dental Hygiene,3,0,3,"A review of the general principles of pharmacology, modes of administration and effects on body systems, modes of excretion, and potential effects on the oral cavity.  Course emphasizes drugs encountered in the dental hygiene care plan, in preparation for national board exams.  "
DHE,100,Introduction to Dental Hygiene I,2,0,2,"Orientation to the theory and practice of all aspects of the dental hygiene profession. The history of dental hygiene, professional organization and career opportunities are discussed. "
